BFS_NR,GEO_LEVEL_LEVEL,GEBIET_NAME,JAHR,Einwohner_pro_ha_Wohnzone,Einwohner_pro_ha_Mischzone,Einwohner_pro_ha_Arbeitszone,Einwohner_pro_ha_Total,Beschaeftigte_pro_ha_Wohnzone,Beschaeftigte_pro_ha_Mischzone,Beschaeftigte_pro_ha_Arbeitszone,Beschaeftigte_pro_ha_Total,Einwohner_u_Beschaeftigte_pro_ha_Wohnzone,Einwohner_u_Beschaeftigte_pro_ha_Mischzone,Einwohner_u_Beschaeftigte_pro_ha_Arbeitszone,Einwohner_u_Beschaeftigte_pro_ha_Total,Einheit
180,3,"Weisslingen",2013,35,40.3,0,33.8,2.5,16.5,0,8.6,37.5,56.8,0,42.4,"Anzahl"
180,3,"Weisslingen",2014,35.6,40.5,0,34.2,3,15.8,0,8.7,38.6,56.4,0,42.9,"Anzahl"
180,3,"Weisslingen",2015,36,40.9,0,34.6,3,16,0,8.8,39,56.9,0,43.3,"Anzahl"
180,3,"Weisslingen",2016,36.1,41.2,0,34.7,3.1,15.8,0,8.6,39.2,57,0,43.3,"Anzahl"
180,3,"Weisslingen",2017,36.3,41.7,0,34.9,3.5,15.7,0,9,39.8,57.4,0,43.9,"Anzahl"
180,3,"Weisslingen",2018,35.6,44.7,0,35.8,3.8,15.2,0,9,39.3,59.8,0,44.8,"Anzahl"
180,3,"Weisslingen",2019,35.6,46.2,0,34.3,3.9,24.4,0,10.2,39.5,70.7,0,44.5,"Anzahl"
180,3,"Weisslingen",2020,38,40.9,0,34.5,3.2,20.1,0,9.7,41.2,61.1,0,44.2,"Anzahl"
180,3,"Weisslingen",2021,37.7,43.7,0,35.2,3.1,20.7,0,9.9,40.8,64.4,0,45.1,"Anzahl"
181,3,"Wila",2012,41,32.8,5.7,28.6,2.5,8.6,19.4,8.7,43.6,41.4,25.1,37.3,"Anzahl"
181,3,"Wila",2013,39.8,29.3,4.9,28.3,4.7,8.9,19.2,8.9,44.5,38.2,24.1,37.2,"Anzahl"
181,3,"Wila",2014,39.1,29.9,5.2,28.2,4.8,9,19.9,9.1,43.9,39,25.1,37.3,"Anzahl"
181,3,"Wila",2015,39.1,29.7,5.2,28.2,5.6,9.7,19.5,9.7,44.7,39.4,24.7,37.9,"Anzahl"
181,3,"Wila",2016,38.4,31.2,5.2,28.4,4.7,10.1,19.4,9.2,43,41.3,24.6,37.6,"Anzahl"
181,3,"Wila",2017,38.6,31.7,5.3,28.7,4.4,10,19.1,9.1,43,41.7,24.4,37.8,"Anzahl"
181,3,"Wila",2018,39.5,30.4,5.2,28.7,4.6,9.2,19,8.8,44.1,39.5,24.2,37.5,"Anzahl"
181,3,"Wila",2019,38.5,32.3,4.6,28.8,4.3,9.4,18.7,8.7,42.7,41.7,23.3,37.6,"Anzahl"
181,3,"Wila",2020,40.1,30,4.8,29,4.2,8.3,18.4,8.5,44.2,38.3,23.2,37.5,"Anzahl"
181,3,"Wila",2021,40.4,30.6,4.7,29.3,3.5,9.4,19.2,8.6,43.9,40,23.9,37.9,"Anzahl"
182,3,"Wildberg",2012,39.4,29.5,0,30,3.4,7.4,0,6.2,42.8,36.9,0,36.3,"Anzahl"
182,3,"Wildberg",2013,38.7,29.3,0,29.7,3.2,6.9,0,5.9,41.8,36.2,0,35.6,"Anzahl"
182,3,"Wildberg",2014,36.8,30.2,0,29.8,2.7,7.2,0,5.8,39.5,37.4,0,35.7,"Anzahl"
182,3,"Wildberg",2015,35,31.5,0,30.1,2.2,6.4,0,5.5,37.2,37.9,0,35.6,"Anzahl"
182,3,"Wildberg",2016,34,31.1,0,29.4,2.6,7.5,0,6.4,36.6,38.7,0,35.8,"Anzahl"
182,3,"Wildberg",2017,33.9,32.4,0,30.1,2.4,6.7,0,5.8,36.3,39.1,0,35.9,"Anzahl"
182,3,"Wildberg",2018,34.1,32.1,0,29.9,2.6,6.6,0,6.2,36.7,38.7,0,36.1,"Anzahl"
182,3,"Wildberg",2019,34.4,31.7,0,29.6,2.4,7.1,0,6.5,36.8,38.9,0,36,"Anzahl"
182,3,"Wildberg",2020,35,32.9,0,30.5,2.3,7,0,6.3,37.3,39.9,0,36.8,"Anzahl"
182,3,"Wildberg",2021,35.8,32.6,0,30.8,2.4,6.3,0,6.1,38.3,38.9,0,36.8,"Anzahl"
191,3,"Dübendorf",2012,73.4,55.2,2.8,50.8,9,75.2,152.1,40.3,82.4,130.4,154.9,91.1,"Anzahl"
191,3,"Dübendorf",2013,72.9,60.7,2.9,50.8,8.1,61.6,153.4,40.9,81,122.3,156.3,91.6,"Anzahl"
191,3,"Dübendorf",2014,74.1,65.7,2.9,52.4,7.9,61.6,154.7,40.8,82,127.2,157.6,93.1,"Anzahl"
191,3,"Dübendorf",2015,74.4,67.5,2.5,52.9,8.5,59.3,144.9,39.7,83,126.8,147.4,92.6,"Anzahl"
191,3,"Dübendorf",2016,74.6,73.8,2.1,54.5,7.5,62.7,148.4,40.5,82.1,136.5,150.5,94.9,"Anzahl"
191,3,"Dübendorf",2017,74.9,71.9,2.1,55.4,7.6,67.4,150.1,40.2,82.4,139.3,152.2,95.6,"Anzahl"
191,3,"Dübendorf",2018,74.3,76,2.2,56.2,7,66.9,142.6,39.7,81.3,142.9,144.8,95.9,"Anzahl"
191,3,"Dübendorf",2019,75,72.4,18.9,57.1,6.7,65.5,136.2,39.4,81.7,137.9,155,96.5,"Anzahl"
191,3,"Dübendorf",2020,75.7,71.8,23.2,57.6,6.5,65.3,113.9,37.5,82.2,137.1,137.1,95,"Anzahl"
191,3,"Dübendorf",2021,75.5,76.1,23.4,59.1,6.7,71.2,112.4,39.2,82.2,147.3,135.7,98.3,"Anzahl"
192,3,"Egg",2012,52.8,56.9,0.3,45.6,4.2,22.6,97.7,12.9,57,79.4,97.9,58.5,"Anzahl"
192,3,"Egg",2013,52.1,57.9,1.3,45.4,4.1,22.1,105.7,13.1,56.1,80,107,58.4,"Anzahl"
192,3,"Egg",2014,53.1,56,1.2,45.5,4.3,21.6,107.7,13.3,57.4,77.6,108.9,58.8,"Anzahl"
192,3,"Egg",2015,52.9,56.7,1.2,45.6,4.2,22.1,99.8,13,57.1,78.8,101,58.6,"Anzahl"
192,3,"Egg",2016,53.1,53.7,1.1,45.3,4,19.3,117.2,13.3,57.2,73,118.3,58.7,"Anzahl"
192,3,"Egg",2017,52.1,56.1,1,45.1,4,18.4,116.5,13.1,56.1,74.5,117.4,58.2,"Anzahl"
192,3,"Egg",2018,52.8,58.3,1.1,45.9,3.8,18.7,110.3,12.7,56.6,77.1,111.4,58.7,"Anzahl"
192,3,"Egg",2019,53.2,59.9,,47.8,4.2,25.8,160.7,12.6,57.3,85.7,,60.4,"Anzahl"
192,3,"Egg",2020,53.4,58.6,,47.7,4.2,29.3,140,12.9,57.6,87.8,,60.6,"Anzahl"
192,3,"Egg",2021,53.2,60.1,,47.9,4.3,30.2,154.4,13.8,57.6,90.3,,61.7,"Anzahl"
193,3,"Fällanden",2012,58.6,70.7,3.8,50.4,4.3,13.1,94.1,18.1,62.9,83.8,98,68.5,"Anzahl"
193,3,"Fällanden",2013,59.3,67.9,4,50.4,3.5,14.6,98.7,18.2,62.7,82.5,102.7,68.6,"Anzahl"
193,3,"Fällanden",2014,59.4,69.6,3.5,50.7,3.6,14.9,96.8,18.1,63,84.4,100.3,68.8,"Anzahl"
193,3,"Fällanden",2015,59.9,71.6,3.6,51.6,3.6,13.7,96,17.7,63.5,85.3,99.6,69.2,"Anzahl"
193,3,"Fällanden",2016,61.1,67.8,4.2,51.8,4,14.7,95,18.1,65.1,82.5,99.3,69.8,"Anzahl"
193,3,"Fällanden",2017,61.3,72.9,3.7,52.8,3.6,14.6,94.7,17.9,64.9,87.5,98.4,70.7,"Anzahl"
193,3,"Fällanden",2018,61.6,73.1,3.4,53,3.7,14.5,94.6,18,65.3,87.6,98,71,"Anzahl"
193,3,"Fällanden",2019,60.3,71.3,3.3,52.3,3.9,12.8,101.3,18.3,64.3,84.1,104.6,70.6,"Anzahl"
193,3,"Fällanden",2020,59.9,78.2,3.9,53.5,3.6,13.4,100.3,18.3,63.5,91.7,104.2,71.8,"Anzahl"
193,3,"Fällanden",2021,61.7,85.9,3.5,56,3.5,13.8,96.3,17.9,65.2,99.7,99.8,74,"Anzahl"
194,3,"Greifensee",2012,79,37.9,2.6,64.3,5.4,27.2,200.7,19.1,84.4,65.1,203.3,83.5,"Anzahl"
194,3,"Greifensee",2013,80.1,36.9,2.6,65.1,5.2,27.1,199.8,18.9,85.3,64,202.4,84,"Anzahl"
194,3,"Greifensee",2014,83.7,34.2,2.1,65,4.9,22.2,205,19.3,88.5,56.4,207.1,84.3,"Anzahl"
194,3,"Greifensee",2015,84.9,33.3,2.9,65.7,5.1,22.1,209.7,19.6,90,55.4,212.6,85.4,"Anzahl"
194,3,"Greifensee",2016,85.1,33.4,2.9,65.9,5.7,24,215,20.8,90.7,57.4,217.8,86.8,"Anzahl"
194,3,"Greifensee",2017,84.5,33.8,2.6,65.8,5.1,22.9,169.3,18.2,89.6,56.7,171.9,83.9,"Anzahl"
194,3,"Greifensee",2018,84.5,33,2.6,65.4,5.4,21.5,173.7,18.3,89.9,54.5,176.3,83.6,"Anzahl"
194,3,"Greifensee",2019,85,32.7,2.6,65.6,5.1,25.6,174.5,19,90.1,58.3,177.1,84.6,"Anzahl"
194,3,"Greifensee",2020,47.3,89.9,2.6,64.5,5.3,13.9,177.6,19.3,52.6,103.8,180.2,83.7,"Anzahl"
194,3,"Greifensee",2021,46.3,92.1,2.6,65.1,5,14.4,184.4,19.7,51.3,106.5,187,84.9,"Anzahl"
195,3,"Maur",2012,40.3,51.6,8,40.2,4,15.7,91.4,8.8,44.2,67.3,99.5,49,"Anzahl"
195,3,"Maur",2013,40.3,53.3,7.7,40.6,4.1,15.3,82.5,8.9,44.4,68.6,90.3,49.5,"Anzahl"
195,3,"Maur",2014,40.4,53.6,7.1,40.7,4.2,15.5,76.3,9,44.5,69.1,83.4,49.7,"Anzahl"
195,3,"Maur",2015,40.8,53.9,7.1,41.1,4.1,15.4,70.4,8.9,44.9,69.3,77.5,50,"Anzahl"
195,3,"Maur",2016,41.7,54.3,7.1,41.9,4,14.9,64.7,8.8,45.7,69.2,71.9,50.7,"Anzahl"
195,3,"Maur",2017,41.8,54.6,6.5,42,4,13.9,62.9,8.5,45.8,68.5,69.5,50.6,"Anzahl"
195,3,"Maur",2018,41.5,54.2,6.5,41.7,3.7,14.1,63.2,8.3,45.2,68.3,69.8,50,"Anzahl"
195,3,"Maur",2019,42.6,54.5,7.6,42.7,3.8,14.8,70.8,8.7,46.4,69.2,78.3,51.4,"Anzahl"
195,3,"Maur",2020,44.2,56.2,6.9,44.2,3.9,15.1,74.7,8.9,48.1,71.3,81.6,53,"Anzahl"
195,3,"Maur",2021,44.2,57.2,6.6,44.4,4.1,15,70.8,9.1,48.3,72.2,77.4,53.5,"Anzahl"
196,3,"Mönchaltorf",2012,53.6,38.1,1.5,36.4,6.5,16.4,42.7,14.7,60.1,54.5,44.2,51,"Anzahl"
196,3,"Mönchaltorf",2013,52.2,41.1,1.5,36.2,6.6,13.4,45.9,15,58.8,54.6,47.4,51.2,"Anzahl"
196,3,"Mönchaltorf",2014,55.2,45.5,1.3,38.1,5.3,16.6,47.5,15.4,60.5,62.1,48.8,53.5,"Anzahl"
196,3,"Mönchaltorf",2015,55.6,45.1,1.8,38.6,4.9,17.2,46.2,14.8,60.5,62.3,48,53.4,"Anzahl"
196,3,"Mönchaltorf",2016,56,39.6,1.9,38,4.2,14.9,43.6,13.7,60.3,54.5,45.5,51.7,"Anzahl"
196,3,"Mönchaltorf",2017,57.1,38.7,1.9,38.5,4.2,15,43.7,13.3,61.3,53.6,45.6,51.7,"Anzahl"
196,3,"Mönchaltorf",2018,56.9,43.7,2,39,3.9,15.8,43.2,14,60.8,59.5,45.2,53,"Anzahl"
196,3,"Mönchaltorf",2019,57.9,49.3,1.9,40.5,3.6,16.8,41.4,13.7,61.4,66.2,43.2,54.2,"Anzahl"
196,3,"Mönchaltorf",2020,52.1,63.7,1.7,40.9,5.4,9.8,41.1,13.6,57.5,73.5,42.7,54.5,"Anzahl"
196,3,"Mönchaltorf",2021,51.3,67.7,1.9,41.6,5,9.3,42.5,13.7,56.3,77,44.4,55.4,"Anzahl"
197,3,"Schwerzenbach",2012,54.3,81.6,2.1,49.7,3.9,14.8,96.2,31.8,58.2,96.4,98.4,81.4,"Anzahl"
197,3,"Schwerzenbach",2013,55.4,85.2,1.4,51.9,3.8,15.8,99,32,59.1,101,100.4,83.9,"Anzahl"
197,3,"Schwerzenbach",2014,63,81.6,1.5,52.4,5.2,14.5,83,27.8,68.3,96.1,84.5,80.2,"Anzahl"
197,3,"Schwerzenbach",2015,63.3,80.3,1.2,52.2,5.8,14.1,73.8,25.7,69.1,94.5,75.1,77.9,"Anzahl"
197,3,"Schwerzenbach",2016,62.7,82.4,1.4,52.8,7.4,16.7,83.4,29.9,70.1,99,84.8,82.7,"Anzahl"
197,3,"Schwerzenbach",2017,62,83.5,1.4,52.9,6.7,16.3,81.6,28.9,68.7,99.8,83,81.8,"Anzahl"
197,3,"Schwerzenbach",2018,62.9,83.3,1.4,53.2,5.9,17.1,74.9,27.4,68.8,100.5,76.3,80.5,"Anzahl"
197,3,"Schwerzenbach",2019,46.4,97.2,2,56.5,3.5,17.5,88.9,28,49.9,114.8,90.9,84.6,"Anzahl"
197,3,"Schwerzenbach",2020,85.7,41.3,1.6,56.8,5.7,30.3,86,27.7,91.4,71.6,87.6,84.4,"Anzahl"
197,3,"Schwerzenbach",2021,84.8,40.7,1,56.1,6.1,30.1,90.8,28.9,90.9,70.9,91.8,85,"Anzahl"
198,3,"Uster",2012,69.6,65.1,3.7,55.8,5.7,43.5,65.1,27.4,75.3,108.6,68.7,83.2,"Anzahl"
198,3,"Uster",2013,68.5,67.2,4.6,55.9,6.2,40.9,68.4,27.8,74.7,108,72.9,83.7,"Anzahl"
198,3,"Uster",2014,69,67.7,4.9,56.3,6.8,41.6,65.9,28.1,75.7,109.4,70.9,84.4,"Anzahl"
198,3,"Uster",2015,69.4,69.7,4.7,57,6.6,39.8,61.9,27.3,76,109.5,66.7,84.4,"Anzahl"
198,3,"Uster",2016,69.7,71.1,5.1,57.6,6.2,40.5,65.6,28.1,76,111.6,70.7,85.7,"Anzahl"
198,3,"Uster",2017,69.6,70.4,4.9,57.7,6.1,40.6,66.4,28.2,75.7,111,71.3,85.9,"Anzahl"
198,3,"Uster",2018,69.4,71.7,5.2,58,6.4,40.9,74.5,29.1,75.8,112.6,79.7,87.1,"Anzahl"
198,3,"Uster",2019,69.5,71.3,20.9,58.6,6.4,37.9,75.6,29.1,75.9,109.1,96.5,87.6,"Anzahl"
198,3,"Uster",2020,69.7,71.2,19.5,56.7,6.3,38.6,59.1,27.5,76,109.8,78.5,84.2,"Anzahl"
198,3,"Uster",2021,70,71.8,23.6,58.2,6.9,38.7,72.2,28.4,76.9,110.4,95.8,86.6,"Anzahl"
199,3,"Volketswil",2012,78.6,68.2,1.3,47.6,4.4,14.2,74.6,28.8,82.9,82.5,75.9,76.4,"Anzahl"
199,3,"Volketswil",2013,79.2,69.3,1.2,48.1,4.3,14.6,75.1,29,83.6,83.9,76.3,77.1,"Anzahl"
199,3,"Volketswil",2014,80.5,71.4,1.3,49.1,4.4,13.4,75.9,29.1,84.9,84.7,77.2,78.2,"Anzahl"
199,3,"Volketswil",2015,79.9,72.5,1.3,48.9,4.6,13.3,74.5,29.1,84.5,85.8,75.8,78.1,"Anzahl"
199,3,"Volketswil",2016,79.7,72.1,1.2,48.7,4.4,12.7,74,28.8,84.2,84.7,75.2,77.5,"Anzahl"
199,3,"Volketswil",2017,79.5,73.2,1.2,49,4.3,13.3,74,29,83.8,86.6,75.2,78.1,"Anzahl"
199,3,"Volketswil",2018,79.1,73,1.2,48.9,4.4,13.1,74.9,29,83.5,86.2,76.1,77.9,"Anzahl"
199,3,"Volketswil",2019,78.7,72.7,1.1,48.9,5,13.2,79.2,30.1,83.7,85.9,80.3,79.1,"Anzahl"
199,3,"Volketswil",2020,59.6,88.1,1.1,49,4.7,12.7,77.9,29.8,64.3,100.7,79,78.9,"Anzahl"
199,3,"Volketswil",2021,59.6,89.7,1.1,49.3,4.1,12.3,76.2,29.4,63.7,102,77.3,78.7,"Anzahl"
200,3,"Wangen-Brüttisellen",2012,67.2,69.4,1.6,49.9,6.1,19.1,105.2,37.5,73.3,88.5,106.8,87.4,"Anzahl"
200,3,"Wangen-Brüttisellen",2013,66.5,69.5,1.7,49.7,5.6,17.2,105.8,36.8,72.1,86.7,107.4,86.4,"Anzahl"
200,3,"Wangen-Brüttisellen",2014,66.8,63.3,1.7,49.9,5.6,28.7,97,35.9,72.4,92.1,98.7,85.8,"Anzahl"
200,3,"Wangen-Brüttisellen",2015,68.2,63.6,1.8,50.6,5.3,29.1,96.2,35.7,73.5,92.7,98,86.3,"Anzahl"
200,3,"Wangen-Brüttisellen",2016,67.7,65.5,1.4,51.1,4.6,32.8,98.2,36.7,72.3,98.3,99.6,87.8,"Anzahl"
200,3,"Wangen-Brüttisellen",2017,71.6,59.5,1.3,50.9,5.4,37.4,100,37.8,77,96.9,101.3,88.7,"Anzahl"
200,3,"Wangen-Brüttisellen",2018,71.9,59.3,1.5,51.1,5.3,44.7,90,38.3,77.2,104,91.6,89.3,"Anzahl"
200,3,"Wangen-Brüttisellen",2019,72.2,58.5,1.8,51.1,5,38.3,110.6,30.4,77.2,96.7,112.4,81.5,"Anzahl"
200,3,"Wangen-Brüttisellen",2020,73.3,57.7,1.3,51.3,5.2,33.9,101.9,28.1,78.5,91.7,103.3,79.4,"Anzahl"
200,3,"Wangen-Brüttisellen",2021,72.9,57.3,1.4,51,5.3,32.9,97.2,27.2,78.2,90.2,98.6,78.2,"Anzahl"
211,3,"Altikon",2012,26.5,24.5,0,23.4,1.2,5.2,0,4.3,27.7,29.6,0,27.7,"Anzahl"
211,3,"Altikon",2013,26.9,24.4,0,23.5,1.5,5.4,0,4.3,28.4,29.8,0,27.9,"Anzahl"
211,3,"Altikon",2014,27.7,25.7,0,24.6,1.7,5.2,0,4.2,29.5,30.8,0,28.8,"Anzahl"
211,3,"Altikon",2015,27.7,25.2,0,24.3,2.1,4.9,0,4.2,29.8,30.1,0,28.5,"Anzahl"
211,3,"Altikon",2016,26.8,25.8,0,24.4,2.2,5,0,4.4,29,30.8,0,28.8,"Anzahl"
211,3,"Altikon",2017,27.1,27.4,0,25.5,2.4,4.1,0,4.4,29.5,31.6,0,29.9,"Anzahl"
211,3,"Altikon",2018,25.9,29.7,0,26.8,2.2,3.7,0,4,28.1,33.4,0,30.8,"Anzahl"
211,3,"Altikon",2019,28.1,28.5,0,26.4,2.2,3.6,0,3.9,30.2,32,0,30.3,"Anzahl"
211,3,"Altikon",2020,28.3,28.6,0,26.6,2.9,3.2,0,4.2,31.1,31.9,0,30.8,"Anzahl"
211,3,"Altikon",2021,28.3,28.8,0,26.7,2.7,3.8,0,4.8,31,32.6,0,31.5,"Anzahl"
212,3,"Bertschikon",2012,34.4,26.4,5,27.3,3.4,5.8,11.5,5.3,37.8,32.1,16.5,32.6,"Anzahl"
212,3,"Bertschikon",2013,,,,,1.5,6.1,15.4,5.2,,,,,"Anzahl"
213,3,"Brütten",2012,39.5,48,0,39.9,2.7,12.3,0,5.8,42.2,60.4,0,45.7,"Anzahl"
213,3,"Brütten",2013,39.9,49.1,0,40.4,2.6,11.4,0,5.4,42.4,60.4,0,45.8,"Anzahl"
213,3,"Brütten",2014,40.4,49.5,0,40.9,2.6,11.9,0,5.6,43,61.4,0,46.5,"Anzahl"
213,3,"Brütten",2015,39.2,49.8,0,40.4,2.3,10.2,0,4.9,41.6,60,0,45.3,"Anzahl"
213,3,"Brütten",2016,40.3,49.5,0,40.9,2.5,10.4,0,5.3,42.7,59.9,0,46.1,"Anzahl"
213,3,"Brütten",2017,39.9,50.1,0,40.8,2.8,10.1,0,5.4,42.7,60.2,0,46.3,"Anzahl"
213,3,"Brütten",2018,40,50,0,40.9,3.2,9.2,0,5.5,43.2,59.2,0,46.4,"Anzahl"
213,3,"Brütten",2019,41.3,52.4,0,42.3,3,9.2,0,5.4,44.3,61.6,0,47.7,"Anzahl"
213,3,"Brütten",2020,39.9,54.9,0,42.3,2.6,8.9,0,5.2,42.5,63.8,0,47.5,"Anzahl"
213,3,"Brütten",2021,40.5,55.5,0,42.9,2.7,9.2,0,5.6,43.1,64.7,0,48.5,"Anzahl"
214,3,"Dägerlen",2012,39.2,31.8,,30.9,1.1,9.4,,7.9,40.4,41.3,,38.7,"Anzahl"
214,3,"Dägerlen",2013,39.8,31.6,,30.7,0.9,10.1,,8.4,40.7,41.7,,39.1,"Anzahl"
214,3,"Dägerlen",2014,40.7,30.8,,30.4,1.3,10.3,,8.6,42.1,41.1,,39,"Anzahl"
214,3,"Dägerlen",2015,40.5,32.6,,31.7,1.9,10.1,,8.9,42.3,42.8,,40.6,"Anzahl"
214,3,"Dägerlen",2016,41.4,28.1,,29.8,2.6,10.9,,8.7,44,39,,38.6,"Anzahl"
214,3,"Dägerlen",2017,42.3,28.7,,30.6,2.9,10.5,,8.9,45.2,39.2,,39.5,"Anzahl"
214,3,"Dägerlen",2018,41.9,28.7,,30.5,3.5,8.8,,7.7,45.5,37.6,,38.2,"Anzahl"
214,3,"Dägerlen",2019,41.7,29.5,,30.9,3,8.9,,8.3,44.7,38.4,,39.2,"Anzahl"
214,3,"Dägerlen",2020,41.1,30.1,,31.1,3.2,8.8,,8.2,44.3,38.9,,39.3,"Anzahl"
214,3,"Dägerlen",2021,40.4,31.3,0.9,31.7,4.8,6.1,46.2,8.2,45.3,37.4,47.2,39.9,"Anzahl"
215,3,"Dättlikon",2012,31.6,36,0,31.4,2.5,5.4,0,4.1,34.1,41.4,0,35.5,"Anzahl"
215,3,"Dättlikon",2013,31.1,37,0,31.6,2.8,4.8,0,4.2,33.9,41.8,0,35.8,"Anzahl"
215,3,"Dättlikon",2014,31.6,36.1,0,31.4,2.7,5.1,0,4.2,34.3,41.2,0,35.7,"Anzahl"
215,3,"Dättlikon",2015,31.2,35.2,0,30.8,2.6,7,0,5.9,33.7,42.2,0,36.7,"Anzahl"
215,3,"Dättlikon",2016,31.5,38.4,0,32.3,3.6,6.7,0,6.5,35.1,45.1,0,38.8,"Anzahl"
215,3,"Dättlikon",2017,31.4,38.8,0,32.5,3.5,7.6,0,6.2,34.9,46.3,0,38.6,"Anzahl"
215,3,"Dättlikon",2018,32.2,38.4,0,32.8,3.8,5.9,0,5.3,36,44.3,0,38.1,"Anzahl"
215,3,"Dättlikon",2019,37.6,28.3,0,32.2,4,7.4,0,6.1,41.6,35.8,0,38.3,"Anzahl"
215,3,"Dättlikon",2020,36.2,30,0,32,3.8,8,0,6,40,38,0,38,"Anzahl"
215,3,"Dättlikon",2021,35.6,30.4,0,31.8,3.5,9.9,0,6.6,39.1,40.3,0,38.4,"Anzahl"
216,3,"Dinhard",2012,36.4,31.9,0,31.8,3.9,10.3,0,7,40.3,42.1,0,38.8,"Anzahl"
216,3,"Dinhard",2013,38.8,31.6,0,32.8,3.7,10.6,0,7.1,42.5,42.2,0,39.9,"Anzahl"
216,3,"Dinhard",2014,38.4,31.4,0,32.5,5.2,10.8,0,7.8,43.7,42.1,0,40.3,"Anzahl"
216,3,"Dinhard",2015,38.7,31.5,0,32.7,5.3,10.6,0,7.9,44,42.1,0,40.6,"Anzahl"
216,3,"Dinhard",2016,39.6,29.7,0,32.3,6.2,8.7,0,7.3,45.8,38.4,0,39.6,"Anzahl"
216,3,"Dinhard",2017,39.5,30.2,0,32.5,6,9.3,0,7.7,45.5,39.4,0,40.2,"Anzahl"
216,3,"Dinhard",2018,41.9,32,0,34.5,5.6,9.3,0,7.6,47.5,41.3,0,42.1,"Anzahl"
216,3,"Dinhard",2019,42.4,32.7,0,35.1,6.4,10.2,0,8.4,48.8,42.9,0,43.5,"Anzahl"
216,3,"Dinhard",2020,44.4,33.9,0,36.6,6.3,10.4,0,8.5,50.8,44.3,0,45.1,"Anzahl"
216,3,"Dinhard",2021,44.5,33.2,0,36.3,6.3,10.3,0,8.4,50.8,43.5,0,44.7,"Anzahl"
217,3,"Elgg",2012,39.1,55.5,3.6,36.3,3.3,19.3,32.1,13.6,42.4,74.8,35.8,49.9,"Anzahl"
217,3,"Elgg",2013,39.1,54.8,3,36.9,2.9,18.7,35.1,13.3,42,73.5,38.2,50.2,"Anzahl"
217,3,"Elgg",2014,39.8,55.2,2.8,37.4,2.9,20.4,39.3,14.5,42.8,75.6,42.1,51.8,"Anzahl"
217,3,"Elgg",2015,40.7,53.7,2.4,36.6,3,20.4,27.3,13.5,43.6,74.1,29.7,50.1,"Anzahl"
217,3,"Elgg",2016,40.4,56.7,2.4,37.7,2.2,18.6,29.8,13.5,42.5,75.3,32.2,51.2,"Anzahl"
217,3,"Elgg",2017,40.6,58.6,2.2,38.6,2.6,18.4,29.3,13.5,43.2,77,31.5,52,"Anzahl"
218,3,"Ellikon an der Thur",2012,26.3,34.1,4,26.6,1.5,6.7,47.9,12.2,27.8,40.8,51.9,38.8,"Anzahl"
218,3,"Ellikon an der Thur",2013,26.5,33.5,4.3,26.4,1.5,6.9,49.4,13.3,28,40.4,53.7,39.7,"Anzahl"
218,3,"Ellikon an der Thur",2014,26.1,34.3,5.3,26.6,1.6,5.3,51.7,13.1,27.7,39.6,57,39.7,"Anzahl"
218,3,"Ellikon an der Thur",2015,24.7,33.6,4.7,25.8,1.6,4.9,29.3,10.6,26.3,38.5,34.1,36.4,"Anzahl"
218,3,"Ellikon an der Thur",2016,25.9,32.6,4.7,25.6,2,4.7,33,11,27.9,37.3,37.7,36.6,"Anzahl"
218,3,"Ellikon an der Thur",2017,27,32.9,5.6,25.8,2.7,4.1,30.4,10.8,29.7,37,36,36.6,"Anzahl"
218,3,"Ellikon an der Thur",2018,26.8,32.5,4.8,25.2,2.4,4.2,23.5,10.1,29.1,36.7,28.3,35.3,"Anzahl"
218,3,"Ellikon an der Thur",2019,26.8,32.7,5.4,25.4,2.5,4.4,24.4,10.6,29.3,37.1,29.9,36,"Anzahl"
218,3,"Ellikon an der Thur",2020,27.8,34.2,5,26.5,2.4,5.1,27.9,11.6,30.2,39.3,32.9,38.1,"Anzahl"
218,3,"Ellikon an der Thur",2021,27.7,40.4,5,29.7,1.9,4.8,28.8,11.4,29.6,45.2,33.8,41.2,"Anzahl"
219,3,"Elsau",2012,40.2,36.4,3.9,30.3,3.1,9.8,46.4,11,43.3,46.2,50.4,41.3,"Anzahl"
219,3,"Elsau",2013,40.8,38.1,3.6,31,2.9,11.4,47.5,11.5,43.7,49.5,51.1,42.4,"Anzahl"
219,3,"Elsau",2014,41,38.2,3.5,30.7,3,8.5,44.4,11,44,46.8,47.9,41.6,"Anzahl"
219,3,"Elsau",2015,40.5,39,3.2,30.6,2.6,8.9,44.1,11,43.2,47.9,47.4,41.6,"Anzahl"
219,3,"Elsau",2016,40.9,40.6,3.2,31.1,2.5,7.7,48.6,11.4,43.5,48.3,51.8,42.5,"Anzahl"
219,3,"Elsau",2017,41.1,43.4,3.5,32,2.6,7.7,43.8,10.8,43.7,51.1,47.2,42.8,"Anzahl"
219,3,"Elsau",2018,40.8,42.8,3.3,31.7,2.6,9,28.7,8.6,43.4,51.7,32,40.3,"Anzahl"
219,3,"Elsau",2019,41,41.8,3,31.6,2.5,10,28.8,8.9,43.5,51.8,31.8,40.5,"Anzahl"
219,3,"Elsau",2020,40.3,43.7,2.8,31.1,3.5,8.5,25.5,8.7,43.8,52.2,28.3,39.7,"Anzahl"
